t,ref_c,humidity,dmm_c,ohm_4w,ohm_2w
1690037102.5129626,24.136,56.799,38.0776,9.998169454E+03,1.001491197E+04
1690037109.5994945,24.135,56.806,38.0776,9.998175644E+03,1.001489711E+04
1690037116.6864047,24.136,56.798,38.0776,9.998175806E+03,1.001498023E+04
1690037123.7738848,24.139,56.8,38.0776,9.998170856E+03,1.001500651E+04
1690037130.8592305,24.136,56.795,38.0776,9.998172216E+03,1.001504324E+04
1690037137.9437182,24.146,56.788,38.0776,9.998171887E+03,1.001504066E+04
1690037145.0267584,24.138,56.79,38.0776,9.998176416E+03,1.001488835E+04
1690037152.1128771,24.139,56.782,38.0776,9.998178463E+03,1.001486388E+04
1690037159.1994526,24.146,56.787,38.0776,9.998178245E+03,1.001488488E+04
1690037166.2849224,24.144,56.787,38.0776,9.998174418E+03,1.001486652E+04
1690037173.3707147,24.142,56.783,38.0776,9.998168123E+03,1.001487479E+04
1690037180.4573972,24.146,56.774,38.0776,9.998176570E+03,1.001487005E+04
1690037187.544999,24.146,56.778,38.0776,9.998173197E+03,1.001505562E+04
1690037194.63053,24.147,56.78,38.0776,9.998170805E+03,1.001500681E+04
1690037201.7176533,24.162,56.777,38.0776,9.998172891E+03,1.001487488E+04
1690037208.8043115,24.147,56.77,38.0776,9.998167277E+03,1.001489831E+04
1690037215.891557,24.15,56.77,38.0776,9.998173357E+03,1.001485454E+04
1690037222.9792526,24.156,56.766,38.0776,9.998170299E+03,1.001493849E+04
1690037230.065987,24.149,56.757,38.0776,9.998171436E+03,1.001506103E+04
1690037237.1513672,24.158,56.757,38.0776,9.998180350E+03,1.001504796E+04
1690037244.235295,24.162,56.757,38.0776,9.998174798E+03,1.001492485E+04
1690037251.3216884,24.164,56.746,38.0776,9.998174285E+03,1.001505010E+04
1690037258.40633,24.161,56.75,38.0776,9.998172582E+03,1.001487414E+04
1690037265.493452,24.165,56.754,38.0776,9.998171889E+03,1.001485271E+04
1690037272.5796406,24.167,56.745,38.0776,9.998167331E+03,1.001488819E+04
1690037279.665008,24.167,56.749,38.0776,9.998174859E+03,1.001484735E+04
1690037286.752661,24.167,56.75,38.0776,9.998171253E+03,1.001485527E+04
1690037293.8397293,24.173,56.741,38.0776,9.998173359E+03,1.001484848E+04
1690037300.9278147,24.169,56.745,38.0776,9.998172499E+03,1.001484698E+04
1690037308.0159147,24.176,56.745,38.0776,9.998168212E+03,1.001484214E+04
1690037315.1040525,24.181,56.749,38.0776,9.998176002E+03,1.001492421E+04
1690037322.1900117,24.173,56.746,38.0776,9.998167339E+03,1.001492285E+04
1690037329.2778811,24.165,56.741,38.0776,9.998173190E+03,1.001484762E+04
1690037336.3644614,24.178,56.742,38.0776,9.998173498E+03,1.001496443E+04
1690037343.4502494,24.187,56.753,38.0776,9.998172747E+03,1.001504759E+04
1690037350.5354156,24.165,56.755,38.0776,9.998172239E+03,1.001500723E+04
1690037357.62074,24.167,56.757,38.0776,9.998170292E+03,1.001505487E+04
1690037364.7043638,24.172,56.751,38.0776,9.998169368E+03,1.001493026E+04
1690037371.7887554,24.165,56.745,38.0776,9.998172848E+03,1.001485094E+04
1690037378.8750482,24.169,56.738,38.0776,9.998174271E+03,1.001488505E+04
1690037385.9623175,24.159,56.729,38.0776,9.998175463E+03,1.001488229E+04
1690037393.0498097,24.159,56.719,38.0776,9.998169537E+03,1.001483258E+04
1690037400.1372685,24.162,56.732,38.0776,9.998166179E+03,1.001484567E+04
1690037407.2251828,24.156,56.727,38.0776,9.998168116E+03,1.001483243E+04
1690037414.3133645,24.153,56.731,38.0776,9.998170917E+03,1.001490574E+04
1690037421.4002233,24.149,56.735,38.0776,9.998171702E+03,1.001489733E+04
1690037428.48663,24.144,56.744,38.0776,9.998169364E+03,1.001503034E+04
1690037435.5719264,24.138,56.753,38.0776,9.998173502E+03,1.001505670E+04
1690037442.6568706,24.135,56.764,38.0776,9.998176359E+03,1.001502243E+04
1690037449.7430968,24.123,56.756,38.0776,9.998167174E+03,1.001483165E+04
1690037456.8286653,24.129,56.755,38.0776,9.998167773E+03,1.001485237E+04
1690037463.9151478,24.127,56.757,38.0776,9.998166077E+03,1.001484936E+04
1690037471.0024047,24.116,56.74,38.0776,9.998172549E+03,1.001486539E+04
1690037478.0880787,24.115,56.735,38.0776,9.998167447E+03,1.001484938E+04
1690037485.1756403,24.115,56.734,38.0776,9.998164864E+03,1.001486120E+04
1690037492.2626948,24.103,56.713,38.0776,9.998174307E+03,1.001484519E+04
1690037499.3506446,24.1,56.709,38.0776,9.998171676E+03,1.001485733E+04
1690037506.4391112,24.09,56.698,38.0776,9.998172130E+03,1.001485403E+04
1690037513.526298,24.097,56.687,38.0776,9.998167790E+03,1.001484916E+04
1690037520.612476,24.08,56.68,38.0776,9.998173631E+03,1.001484978E+04
1690037527.6998372,24.078,56.673,38.0776,9.998170050E+03,1.001499817E+04
1690037534.7862628,24.067,56.655,38.0776,9.998171335E+03,1.001500421E+04
1690037541.8723836,24.058,56.651,38.0776,9.998172067E+03,1.001503045E+04
1690037548.9585044,24.052,56.654,38.0776,9.998174062E+03,1.001504035E+04
1690037556.043345,24.051,56.645,38.0776,9.998163941E+03,1.001485004E+04
1690037563.1317084,24.043,56.64,38.0776,9.998173621E+03,1.001498634E+04
1690037570.2170238,24.037,56.638,38.0776,9.998174713E+03,1.001483371E+04
1690037577.3031402,24.021,56.65,38.0776,9.998169660E+03,1.001480487E+04
1690037584.3898249,24.023,56.655,38.0776,9.998166058E+03,1.001494958E+04
1690037591.4769905,24.012,56.65,38.0776,9.998169379E+03,1.001483029E+04
1690037598.5648944,24.011,56.647,38.0776,9.998171372E+03,1.001482234E+04
1690037605.6519556,24.006,56.63,38.0776,9.998173272E+03,1.001488473E+04
1690037612.7384079,24.008,56.611,38.0776,9.998176554E+03,1.001485949E+04
1690037619.825969,23.995,56.586,38.0776,9.998175276E+03,1.001487648E+04
1690037626.9144342,23.974,56.576,38.0776,9.998169902E+03,1.001501486E+04
1690037633.9999728,23.968,56.561,38.0776,9.998175578E+03,1.001504983E+04
1690037641.0852456,23.959,56.556,38.0776,9.998183072E+03,1.001502753E+04
1690037648.1714098,23.949,56.556,38.0776,9.998173082E+03,1.001503123E+04
1690037655.2575955,23.943,56.553,38.0776,9.998166915E+03,1.001500106E+04
1690037662.3428354,23.94,56.556,38.0776,9.998171732E+03,1.001501440E+04
1690037669.429027,23.919,56.541,38.0776,9.998174975E+03,1.001484581E+04
1690037676.5151086,23.911,56.545,38.0776,9.998172491E+03,1.001484827E+04
1690037683.602213,23.905,56.545,38.0776,9.998172509E+03,1.001485876E+04
1690037690.6890101,23.897,56.541,38.0776,9.998173762E+03,1.001489530E+04
1690037697.7762818,23.882,56.551,38.0776,9.998170917E+03,1.001485746E+04
1690037704.8640835,23.879,56.551,38.0776,9.998171941E+03,1.001490869E+04
1690037711.950876,23.87,56.558,38.0776,9.998173864E+03,1.001485423E+04
1690037719.0379133,23.867,56.57,38.0776,9.998167568E+03,1.001484694E+04
1690037726.1257756,23.862,56.574,38.0776,9.998169180E+03,1.001483896E+04
1690037733.2124183,23.854,56.583,38.0776,9.998172037E+03,1.001487807E+04
1690037740.299666,23.859,56.581,38.0776,9.998168337E+03,1.001502276E+04
1690037747.3844907,23.85,56.592,38.0776,9.998169596E+03,1.001505245E+04
1690037754.4697208,23.841,56.605,38.0776,9.998170646E+03,1.001482461E+04
1690037761.5571,23.836,56.609,38.0776,9.998175451E+03,1.001485807E+04
1690037768.6425934,23.831,56.613,38.0776,9.998174170E+03,1.001481647E+04
1690037775.7283206,23.844,56.607,38.0776,9.998167517E+03,1.001488155E+04
1690037782.8152902,23.825,56.607,38.0776,9.998167649E+03,1.001486110E+04
1690037789.9004762,23.827,56.607,38.0776,9.998176874E+03,1.001492886E+04
1690037796.985631,23.821,56.609,38.0776,9.998168834E+03,1.001487787E+04
1690037804.072593,23.819,56.592,38.0776,9.998170762E+03,1.001490459E+04
1690037811.1595876,23.81,56.576,38.0776,9.998171064E+03,1.001484569E+04
1690037818.2472985,23.798,56.56,38.0776,9.998170624E+03,1.001503228E+04
1690037825.332801,23.785,56.532,38.0776,9.998177108E+03,1.001485687E+04
1690037832.4207468,23.784,56.512,38.0776,9.998175462E+03,1.001482469E+04
1690037839.509157,23.779,56.49,38.0776,9.998171163E+03,1.001483511E+04
1690037846.597345,23.769,56.481,38.0776,9.998164211E+03,1.001488835E+04
1690037853.6838462,23.763,56.479,38.0776,9.998177652E+03,1.001478719E+04
1690037860.771861,23.761,56.476,38.0776,9.998162753E+03,1.001504109E+04
1690037867.8585339,23.752,56.466,38.0776,9.998175869E+03,1.001485230E+04
1690037874.9454412,23.749,56.468,38.0776,9.998173288E+03,1.001500143E+04
1690037882.0302465,23.753,56.461,38.0776,9.998164326E+03,1.001481557E+04
1690037889.1171565,23.746,56.454,38.0776,9.998171103E+03,1.001486357E+04
1690037896.2033498,23.738,56.45,38.0776,9.998166312E+03,1.001489288E+04
1690037903.2913783,23.729,56.44,38.0776,9.998175034E+03,1.001482929E+04
1690037910.3799758,23.729,56.437,38.0776,9.998170727E+03,1.001482655E+04
1690037917.4646564,23.717,56.431,38.0776,9.998167684E+03,1.001491534E+04
1690037924.552207,23.709,56.43,38.0776,9.998170350E+03,1.001502770E+04
1690037931.637824,23.707,56.429,38.0776,9.998162043E+03,1.001496460E+04
1690037938.7255054,23.689,56.42,38.0776,9.998173448E+03,1.001505562E+04
1690037945.8113716,23.692,56.438,38.0776,9.998169932E+03,1.001502033E+04
1690037952.897959,23.664,56.42,38.0776,9.998166224E+03,1.001499167E+04
1690037959.9845963,23.661,56.406,38.0776,9.998170829E+03,1.001503060E+04
1690037967.0677745,23.652,56.398,38.0776,9.998172149E+03,1.001500309E+04
1690037974.1521297,23.651,56.399,38.0776,9.998173765E+03,1.001483558E+04
1690037981.2399516,23.645,56.411,38.0776,9.998171159E+03,1.001485600E+04
1690037988.3265147,23.641,56.402,38.0776,9.998171663E+03,1.001504694E+04
1690037995.4126177,23.634,56.424,38.0776,9.998170109E+03,1.001483781E+04
1690038002.50053,23.629,56.453,38.0776,9.998174536E+03,1.001485124E+04
1690038009.5871503,23.628,56.488,38.0776,9.998170199E+03,1.001487632E+04
1690038016.6727428,23.614,56.536,38.0776,9.998175940E+03,1.001485596E+04
1690038023.7597406,23.623,56.57,38.0776,9.998174271E+03,1.001489528E+04
1690038030.8466232,23.625,56.606,38.0776,9.998172031E+03,1.001499576E+04
1690038037.9329069,23.615,56.635,38.0776,9.998172940E+03,1.001494204E+04
1690038045.0179148,23.615,56.672,38.0776,9.998172978E+03,1.001491891E+04
1690038052.1035867,23.614,56.711,38.0776,9.998171495E+03,1.001489732E+04
1690038059.191137,23.608,56.739,38.0776,9.998172599E+03,1.001503462E+04
1690038066.2777946,23.608,56.781,38.0776,9.998168114E+03,1.001502068E+04
1690038073.364263,23.605,56.815,38.0776,9.998175297E+03,1.001503479E+04
1690038080.4494221,23.596,56.83,38.0776,9.998173222E+03,1.001487686E+04
1690038087.5368893,23.592,56.859,38.0776,9.998167265E+03,1.001504809E+04
1690038094.6232617,23.591,56.895,38.0776,9.998169789E+03,1.001483971E+04
1690038101.710355,23.591,56.931,38.0776,9.998159314E+03,1.001488806E+04
1690038108.796199,23.586,56.961,38.0776,9.998166179E+03,1.001485592E+04
1690038115.882849,23.586,57.001,38.0776,9.998174019E+03,1.001486055E+04
1690038122.9712868,23.588,57.045,38.0776,9.998172228E+03,1.001490372E+04
1690038130.0584621,23.579,57.087,38.0776,9.998168485E+03,1.001487882E+04
1690038137.1463625,23.574,57.121,38.0776,9.998179119E+03,1.001484606E+04
1690038144.2333424,23.574,57.166,38.0776,9.998177264E+03,1.001491709E+04
1690038151.320888,23.58,57.201,38.0776,9.998174480E+03,1.001484748E+04
1690038158.4079916,23.576,57.229,38.0776,9.998173997E+03,1.001485165E+04
1690038165.4963543,23.571,57.266,38.0776,9.998175887E+03,1.001485177E+04
1690038172.5842378,23.571,57.295,38.0776,9.998175609E+03,1.001486431E+04
1690038179.6718585,23.565,57.319,38.0776,9.998172652E+03,1.001498428E+04
1690038186.758654,23.568,57.335,38.0776,9.998168441E+03,1.001500055E+04
1690038193.8447175,23.565,57.35,38.0776,9.998173316E+03,1.001499834E+04
1690038200.929087,23.553,57.368,38.0776,9.998174023E+03,1.001487236E+04
1690038208.014197,23.559,57.373,38.0776,9.998164151E+03,1.001484500E+04
1690038215.1000285,23.559,57.378,38.0776,9.998172271E+03,1.001484357E+04
1690038222.1870122,23.55,57.39,38.0776,9.998169291E+03,1.001482716E+04
1690038229.27326,23.553,57.404,38.0776,9.998171495E+03,1.001504157E+04
1690038236.3577971,23.557,57.414,38.0776,9.998173437E+03,1.001486197E+04
1690038243.4449174,23.55,57.426,38.0776,9.998167893E+03,1.001485056E+04
1690038250.5322878,23.557,57.435,38.0776,9.998162869E+03,1.001484614E+04
1690038257.6207206,23.551,57.444,38.0776,9.998167428E+03,1.001485974E+04
1690038264.7078702,23.554,57.447,38.0776,9.998167467E+03,1.001491996E+04
1690038271.7959275,23.56,57.449,38.0776,9.998165078E+03,1.001488221E+04
1690038278.8835127,23.553,57.449,38.0776,9.998170708E+03,1.001483126E+04
1690038285.9721074,23.551,57.432,38.0776,9.998171883E+03,1.001492493E+04
1690038293.0580964,23.551,57.42,38.0776,9.998170100E+03,1.001485245E+04
1690038300.1461525,23.556,57.419,38.0776,9.998171874E+03,1.001486011E+04
1690038307.2340074,23.557,57.409,38.0776,9.998172736E+03,1.001484776E+04
1690038314.3204706,23.551,57.41,38.0776,9.998170549E+03,1.001487688E+04
1690038321.406671,23.559,57.404,38.0776,9.998169543E+03,1.001486867E+04
1690038328.4931028,23.557,57.401,38.0776,9.998169707E+03,1.001486643E+04
1690038335.580027,23.557,57.395,38.0776,9.998176015E+03,1.001488242E+04
1690038342.6662283,23.56,57.388,38.0776,9.998171252E+03,1.001483339E+04
1690038349.7533317,23.551,57.38,38.0776,9.998176544E+03,1.001492017E+04
1690038356.8403347,23.562,57.387,38.0776,9.998172685E+03,1.001502043E+04
1690038363.9257925,23.563,57.387,38.0776,9.998172913E+03,1.001488913E+04
1690038371.0135822,23.553,57.386,38.0776,9.998170439E+03,1.001494270E+04
1690038378.1011126,23.554,57.389,38.0776,9.998169929E+03,1.001485638E+04
1690038385.1879056,23.554,57.392,38.0776,9.998171812E+03,1.001493032E+04
1690038392.275716,23.559,57.393,38.0776,9.998171379E+03,1.001500193E+04
1690038399.3607662,23.568,57.388,38.0776,9.998169514E+03,1.001501228E+04
1690038406.4465165,23.562,57.4,38.0776,9.998166986E+03,1.001486273E+04
1690038413.5331485,23.566,57.404,38.0776,9.998167565E+03,1.001504816E+04
1690038420.6167738,23.577,57.414,38.0776,9.998171213E+03,1.001483443E+04
1690038427.7052531,23.571,57.404,38.0776,9.998172415E+03,1.001507007E+04
1690038434.791573,23.579,57.413,38.0776,9.998171922E+03,1.001506662E+04
1690038441.8769615,23.576,57.423,38.0776,9.998174775E+03,1.001489855E+04
1690038448.9635313,23.573,57.422,38.0776,9.998167946E+03,1.001486564E+04
1690038456.0495567,23.577,57.424,38.0776,9.998171467E+03,1.001492550E+04
1690038463.1359105,23.585,57.436,38.0776,9.998176421E+03,1.001504557E+04
1690038470.2219403,23.583,57.429,38.0776,9.998171913E+03,1.001487897E+04
1690038477.309563,23.583,57.431,38.0776,9.998169074E+03,1.001492924E+04
1690038484.3973134,23.588,57.426,38.0776,9.998170909E+03,1.001487963E+04
1690038491.4832518,23.592,57.42,38.0776,9.998171213E+03,1.001485487E+04
1690038498.5699446,23.602,57.419,38.0776,9.998172587E+03,1.001486597E+04
1690038505.6576352,23.597,57.4,38.0776,9.998173689E+03,1.001502044E+04
1690038512.7448525,23.597,57.4,38.0776,9.998170864E+03,1.001506697E+04
1690038519.8306649,23.6,57.397,38.0776,9.998176323E+03,1.001506642E+04
1690038526.9162893,23.606,57.394,38.0776,9.998172800E+03,1.001504264E+04
1690038534.0026357,23.608,57.393,38.0776,9.998172911E+03,1.001505111E+04
1690038541.0879312,23.608,57.384,38.0776,9.998167818E+03,1.001502070E+04
1690038548.1744254,23.602,57.373,38.0776,9.998171394E+03,1.001486021E+04
1690038555.2616515,23.614,57.377,38.0776,9.998174280E+03,1.001486917E+04
1690038562.3479218,23.609,57.375,38.0776,9.998180059E+03,1.001489305E+04
1690038569.4345844,23.615,57.369,38.0776,9.998174836E+03,1.001487160E+04
1690038576.5211565,23.617,57.366,38.0776,9.998175857E+03,1.001488211E+04
1690038583.607012,23.612,57.362,38.0776,9.998177336E+03,1.001491367E+04
1690038590.693777,23.625,57.351,38.0776,9.998176099E+03,1.001487325E+04
1690038597.780822,23.629,57.351,38.0776,9.998175485E+03,1.001487406E+04
1690038604.8681111,23.634,57.351,38.0776,9.998172771E+03,1.001487513E+04
1690038611.954502,23.64,57.347,38.0776,9.998174269E+03,1.001489482E+04
1690038619.041795,23.631,57.341,38.0776,9.998177156E+03,1.001506818E+04
1690038626.1283689,23.637,57.333,38.0776,9.998175567E+03,1.001500658E+04
1690038633.2149408,23.648,57.328,38.0776,9.998182845E+03,1.001487266E+04
1690038640.3020475,23.643,57.332,38.0776,9.998174392E+03,1.001506233E+04
1690038647.3867052,23.641,57.324,38.0776,9.998172693E+03,1.001496457E+04
1690038654.4721966,23.641,57.325,38.0776,9.998172500E+03,1.001483177E+04
1690038661.558261,23.645,57.328,38.0776,9.998171749E+03,1.001486081E+04
1690038668.6450732,23.652,57.327,38.0776,9.998176498E+03,1.001488558E+04
1690038675.7304263,23.651,57.327,38.0776,9.998173095E+03,1.001489779E+04
1690038682.816724,23.651,57.322,38.0776,9.998178076E+03,1.001494705E+04
1690038689.9042265,23.655,57.319,38.0776,9.998174078E+03,1.001490684E+04
1690038696.9917521,23.655,57.316,38.0776,9.998172254E+03,1.001486994E+04
1690038704.0803986,23.668,57.315,38.0776,9.998174302E+03,1.001503383E+04
1690038711.1661663,23.671,57.322,38.0776,9.998174168E+03,1.001487284E+04
1690038718.2540298,23.675,57.311,38.0776,9.998177811E+03,1.001484712E+04
1690038725.3424916,23.671,57.304,38.0776,9.998168206E+03,1.001487555E+04
1690038732.4299092,23.669,57.302,38.0776,9.998169071E+03,1.001488311E+04
1690038739.5168045,23.669,57.291,38.0776,9.998172660E+03,1.001506743E+04
1690038746.5995858,23.672,57.293,38.0776,9.998168554E+03,1.001505358E+04
1690038753.685121,23.678,57.286,38.0776,9.998172975E+03,1.001505648E+04
1690038760.769324,23.678,57.293,38.0776,9.998172220E+03,1.001487923E+04
1690038767.8551178,23.684,57.288,38.0776,9.998171248E+03,1.001501976E+04
1690038774.9412043,23.687,57.283,38.0776,9.998167395E+03,1.001506459E+04
1690038782.025488,23.687,57.278,38.0776,9.998178102E+03,1.001492113E+04
1690038789.1131253,23.695,57.271,38.0776,9.998175235E+03,1.001486397E+04
1690038796.199099,23.697,57.264,38.0776,9.998176925E+03,1.001500333E+04
1690038803.285459,23.701,57.267,38.0776,9.998167771E+03,1.001485024E+04
1690038810.3727663,23.7,57.254,38.0776,9.998172027E+03,1.001484300E+04
1690038817.460734,23.703,57.255,38.0776,9.998176464E+03,1.001482970E+04
1690038824.5470269,23.709,57.247,38.0776,9.998173833E+03,1.001487746E+04
1690038831.6351073,23.715,57.244,38.0776,9.998171492E+03,1.001490636E+04
1690038838.721147,23.713,57.244,38.0776,9.998171800E+03,1.001502297E+04
1690038845.8069484,23.717,57.247,38.0776,9.998176384E+03,1.001503736E+04
1690038852.8927705,23.718,57.235,38.0776,9.998176911E+03,1.001485414E+04
1690038859.9807537,23.726,57.238,38.0776,9.998169218E+03,1.001492082E+04
1690038867.0672026,23.724,57.24,38.0776,9.998163954E+03,1.001502550E+04
1690038874.153449,23.727,57.228,38.0776,9.998170873E+03,1.001485679E+04
1690038881.2391102,23.727,57.227,38.0776,9.998171308E+03,1.001491588E+04
1690038888.3248405,23.724,57.234,38.0776,9.998175604E+03,1.001483642E+04
1690038895.4110727,23.732,57.225,38.0776,9.998172182E+03,1.001485117E+04
1690038902.4979446,23.735,57.22,38.0776,9.998173730E+03,1.001484514E+04
1690038909.5857763,23.735,57.22,38.0776,9.998170192E+03,1.001483386E+04
1690038916.673368,23.735,57.215,38.0776,9.998174006E+03,1.001485797E+04
1690038923.7602954,23.741,57.205,38.0776,9.998171794E+03,1.001506505E+04
1690038930.846628,23.75,57.208,38.0776,9.998172621E+03,1.001505484E+04
1690038937.9314191,23.744,57.206,38.0776,9.998175573E+03,1.001505351E+04
1690038945.0165029,23.758,57.205,38.0776,9.998172701E+03,1.001499703E+04
1690038952.100409,23.755,57.199,38.0776,9.998171333E+03,1.001503605E+04
1690038959.1865962,23.752,57.199,38.0776,9.998172065E+03,1.001505492E+04
1690038966.271354,23.755,57.192,38.0776,9.998169664E+03,1.001488082E+04
1690038973.3591378,23.759,57.184,38.0776,9.998169581E+03,1.001485443E+04
1690038980.4472873,23.767,57.191,38.0776,9.998171726E+03,1.001485104E+04
1690038987.5342495,23.769,57.183,38.0776,9.998168256E+03,1.001485899E+04
1690038994.6222727,23.766,57.179,38.0776,9.998172843E+03,1.001483722E+04
1690039001.7101417,23.772,57.177,38.0776,9.998169767E+03,1.001487085E+04
1690039008.797717,23.782,57.18,38.0776,9.998171722E+03,1.001484075E+04
1690039015.8854597,23.775,57.168,38.0776,9.998172213E+03,1.001485547E+04
1690039022.973181,23.772,57.166,38.0776,9.998177532E+03,1.001495365E+04
1690039030.060322,23.778,57.164,38.0776,9.998170901E+03,1.001487410E+04
1690039037.1479645,23.781,57.162,38.0776,9.998170936E+03,1.001484586E+04
1690039044.2360945,23.775,57.158,38.0776,9.998171492E+03,1.001490571E+04
1690039051.3234496,23.784,57.148,38.0776,9.998173168E+03,1.001490875E+04
1690039058.409755,23.789,57.146,38.0776,9.998169272E+03,1.001503042E+04
1690039065.493113,23.789,57.145,38.0776,9.998170550E+03,1.001503013E+04
1690039072.5773854,23.787,57.138,38.0776,9.998170843E+03,1.001485314E+04
1690039079.6631148,23.792,57.137,38.0776,9.998167534E+03,1.001485719E+04
1690039086.7490501,23.79,57.132,38.0776,9.998171094E+03,1.001490197E+04
1690039093.8360193,23.796,57.125,38.0776,9.998172523E+03,1.001488143E+04
1690039100.9216247,23.795,57.123,38.0776,9.998167895E+03,1.001486075E+04
1690039108.0075707,23.795,57.119,38.0776,9.998171405E+03,1.001487718E+04
1690039115.0951872,23.807,57.113,38.0776,9.998175599E+03,1.001505391E+04
1690039122.1812537,23.807,57.104,38.0776,9.998178889E+03,1.001486594E+04
1690039129.2693944,23.807,57.106,38.0776,9.998168959E+03,1.001501704E+04
1690039136.3559468,23.81,57.108,38.0776,9.998170628E+03,1.001485639E+04
1690039143.4434953,23.821,57.101,38.0776,9.998172519E+03,1.001486886E+04
1690039150.530507,23.813,57.095,38.0776,9.998169781E+03,1.001487018E+04
1690039157.6176295,23.812,57.096,38.0776,9.998175920E+03,1.001502431E+04
1690039164.7030914,23.819,57.091,38.0776,9.998168458E+03,1.001492705E+04
1690039171.7905173,23.825,57.093,38.0776,9.998171286E+03,1.001488281E+04
1690039178.8773594,23.824,57.081,38.0776,9.998173803E+03,1.001486733E+04
1690039185.9629714,23.822,57.085,38.0776,9.998175213E+03,1.001492942E+04
1690039193.0481026,23.821,57.078,38.0776,9.998172912E+03,1.001494570E+04
1690039200.1345716,23.836,57.061,38.0776,9.998171196E+03,1.001500668E+04
1690039207.219448,23.83,57.068,38.0776,9.998170703E+03,1.001487400E+04
1690039214.3062928,23.833,57.068,38.0776,9.998175963E+03,1.001484933E+04
1690039221.393122,23.838,57.065,38.0776,9.998169904E+03,1.001485108E+04
1690039228.4807494,23.842,57.063,38.0776,9.998171989E+03,1.001485590E+04
1690039235.5667584,23.835,57.048,38.0776,9.998169955E+03,1.001484307E+04
1690039242.654258,23.839,57.049,38.0776,9.998170346E+03,1.001484258E+04
1690039249.7399902,23.833,57.053,38.0776,9.998174665E+03,1.001486647E+04
1690039256.8281178,23.85,57.056,38.0776,9.998166968E+03,1.001495439E+04
1690039263.9142482,23.842,57.061,38.0776,9.998171863E+03,1.001486069E+04
1690039271.0018594,23.851,57.061,38.0776,9.998165378E+03,1.001485433E+04
1690039278.090049,23.853,57.06,38.0776,9.998172855E+03,1.001505103E+04
1690039285.1746695,23.847,57.061,38.0776,9.998167351E+03,1.001505340E+04
1690039292.2607586,23.858,57.06,38.0776,9.998172227E+03,1.001488028E+04
1690039299.3475256,23.856,57.05,38.0776,9.998173600E+03,1.001489548E+04
1690039306.4335082,23.848,57.054,38.0776,9.998177856E+03,1.001482170E+04
1690039313.5211966,23.858,57.051,38.0776,9.998173394E+03,1.001500995E+04
1690039320.6067028,23.862,57.047,38.0776,9.998169653E+03,1.001493240E+04
1690039327.6902792,23.859,57.048,38.0776,9.998171668E+03,1.001502011E+04
1690039334.775973,23.864,57.054,38.0776,9.998173519E+03,1.001488553E+04
1690039341.8621392,23.865,57.055,38.0776,9.998173677E+03,1.001487488E+04
1690039348.9486756,23.867,57.054,38.0776,9.998167443E+03,1.001497563E+04
1690039356.0360823,23.867,57.05,38.0776,9.998171753E+03,1.001490867E+04
1690039363.1235054,23.867,57.058,38.0776,9.998171514E+03,1.001504886E+04
1690039370.2085283,23.877,57.05,38.0776,9.998171962E+03,1.001485227E+04
1690039377.296425,23.868,57.056,38.0776,9.998175798E+03,1.001497630E+04
1690039384.381872,23.871,57.059,38.0776,9.998175564E+03,1.001483956E+04
1690039391.4677699,23.876,57.062,38.0776,9.998166910E+03,1.001504795E+04
1690039398.553165,23.873,57.056,38.0776,9.998176608E+03,1.001506712E+04
1690039405.638046,23.877,57.059,38.0776,9.998176638E+03,1.001485362E+04
1690039412.725351,23.874,57.065,38.0776,9.998170485E+03,1.001486625E+04
1690039419.811469,23.876,57.059,38.0776,9.998173275E+03,1.001487346E+04
1690039426.8991828,23.877,57.053,38.0776,9.998174994E+03,1.001490686E+04
1690039433.986311,23.88,57.056,38.0776,9.998174386E+03,1.001502094E+04
1690039441.0724952,23.88,57.053,38.0776,9.998170505E+03,1.001493049E+04
1690039448.1584702,23.884,57.059,38.0776,9.998167471E+03,1.001489811E+04
1690039455.244815,23.89,57.06,38.0776,9.998169632E+03,1.001486431E+04
1690039462.3325086,23.884,57.053,38.0776,9.998166057E+03,1.001486287E+04
1690039469.420727,23.89,57.054,38.0776,9.998168749E+03,1.001501601E+04
1690039476.507245,23.894,57.047,38.0776,9.998171222E+03,1.001489037E+04
1690039483.5944796,23.893,57.048,38.0776,9.998174596E+03,1.001504973E+04
1690039490.6796017,23.899,57.04,38.0776,9.998178336E+03,1.001502724E+04
1690039497.7656095,23.894,57.036,38.0776,9.998173062E+03,1.001503828E+04
1690039504.8499641,23.9,57.025,38.0776,9.998173517E+03,1.001506287E+04
1690039511.935872,23.897,57.01,38.0776,9.998177724E+03,1.001499018E+04
1690039519.0222294,23.896,57.016,38.0776,9.998174385E+03,1.001507423E+04
1690039526.1080534,23.899,57.01,38.0776,9.998177629E+03,1.001487280E+04
1690039533.1960027,23.902,57.006,38.0776,9.998176191E+03,1.001501600E+04
1690039540.2830977,23.899,56.999,38.0776,9.998175242E+03,1.001484780E+04
1690039547.3708782,23.897,56.989,38.0776,9.998171692E+03,1.001506367E+04
1690039554.4561381,23.905,56.996,38.0776,9.998169260E+03,1.001491270E+04
1690039561.5435894,23.907,56.986,38.0776,9.998169536E+03,1.001503351E+04
1690039568.6298013,23.916,56.982,38.0776,9.998176671E+03,1.001484354E+04
1690039575.7163758,23.913,56.975,38.0776,9.998172665E+03,1.001487461E+04
1690039582.8038714,23.92,56.982,38.0776,9.998167269E+03,1.001504829E+04
