t,dmm_c,r_ohm
1689444140.3261027,38.2083,1.000009320E+03
1689444141.3371406,38.2083,1.000009311E+03
1689444142.3482873,38.2083,1.000009206E+03
1689444143.3590908,38.2083,1.000009325E+03
1689444144.370182,38.2083,1.000009348E+03
1689444145.381205,38.2083,1.000009441E+03
1689444146.39225,38.2077,1.000009280E+03
1689444147.403365,38.2077,1.000009173E+03
1689444148.4144273,38.2077,1.000009192E+03
1689444149.4254565,38.2077,1.000009243E+03
1689444150.4364948,38.2077,1.000009222E+03
1689444151.4474483,38.2077,1.000009344E+03
1689444152.4584932,38.2077,1.000009087E+03
1689444153.469746,38.2077,1.000009404E+03
1689444154.4806488,38.207,1.000009094E+03
1689444155.4916778,38.207,1.000009248E+03
1689444156.5026672,38.207,1.000009271E+03
1689444157.5137744,38.207,1.000009348E+03
1689444158.5247545,38.207,1.000009247E+03
1689444159.535683,38.207,1.000009287E+03
1689444160.54686,38.207,1.000009212E+03
1689444161.5579028,38.207,1.000009348E+03
1689444162.5689802,38.2064,1.000009352E+03
1689444163.5799942,38.2064,1.000009226E+03
1689444164.5909026,38.2064,1.000009378E+03
1689444165.6019204,38.2064,1.000009285E+03
1689444166.6130886,38.2064,1.000009332E+03
1689444167.6241336,38.2064,1.000009226E+03
1689444168.6352158,38.2064,1.000009270E+03
1689444169.6461697,38.2064,1.000009144E+03
1689444170.6572404,38.2055,1.000009198E+03
1689444171.6680927,38.2055,1.000009189E+03
1689444172.6792636,38.2055,1.000009453E+03
1689444173.6903481,38.2055,1.000009292E+03
1689444174.7014,38.2055,1.000009216E+03
1689444175.712454,38.2055,1.000009280E+03
1689444176.7233956,38.2055,1.000009196E+03
1689444177.734471,38.2055,1.000009319E+03
1689444178.745403,38.2051,1.000009238E+03
1689444179.756407,38.2051,1.000009256E+03
1689444180.7675736,38.2051,1.000009100E+03
1689444181.7792404,38.2051,1.000009053E+03
1689444182.7906468,38.2051,1.000009089E+03
1689444183.8016984,38.2051,1.000008946E+03
1689444184.8126454,38.2051,1.000009065E+03
1689444185.8236952,38.2051,1.000009100E+03
1689444186.8348577,38.2041,1.000008801E+03
1689444187.8459032,38.2041,1.000008879E+03
1689444188.8570304,38.2041,1.000008960E+03
1689444189.8679261,38.2041,1.000009136E+03
1689444190.878907,38.2041,1.000009124E+03
1689444191.8899279,38.2041,1.000009054E+03
1689444192.900934,38.2041,1.000009224E+03
1689444193.9119842,38.2041,1.000009073E+03
1689444194.9231174,38.2035,1.000008944E+03
1689444195.9341257,38.2035,1.000009158E+03
1689444196.945229,38.2035,1.000009155E+03
1689444197.9562273,38.2035,1.000009074E+03
1689444198.967204,38.2035,1.000009153E+03
1689444199.9783094,38.2035,1.000009146E+03
1689444200.9893727,38.2035,1.000009122E+03
1689444202.0003572,38.2035,1.000008983E+03
1689444203.0114565,38.2031,1.000009048E+03
1689444204.0224507,38.2031,1.000008728E+03
1689444205.0333388,38.2031,1.000008896E+03
1689444206.0444992,38.2031,1.000008756E+03
1689444207.05556,38.2031,1.000008789E+03
1689444208.0666618,38.2031,1.000008809E+03
1689444209.0775263,38.2031,1.000008810E+03
1689444210.0887208,38.2031,1.000008978E+03
1689444211.0996623,38.2022,1.000008781E+03
1689444212.1106722,38.2022,1.000008752E+03
1689444213.1217997,38.2022,1.000008890E+03
1689444214.1329007,38.2022,1.000009112E+03
1689444215.1438584,38.2022,1.000008899E+03
1689444216.1549726,38.2022,1.000008830E+03
1689444217.1660094,38.2022,1.000008792E+03
1689444218.1770217,38.2022,1.000008755E+03
1689444219.1879141,38.2016,1.000008951E+03
1689444220.199096,38.2016,1.000008816E+03
1689444221.2100773,38.2016,1.000008776E+03
1689444222.2211456,38.2016,1.000008940E+03
1689444223.2322319,38.2016,1.000008858E+03
1689444224.243237,38.2016,1.000008865E+03
1689444225.2542162,38.2016,1.000009050E+03
1689444226.2651665,38.2016,1.000008968E+03
1689444227.2763731,38.2004,1.000008863E+03
1689444228.2873392,38.2004,1.000008896E+03
1689444229.2984924,38.2004,1.000008771E+03
1689444230.3095055,38.2004,1.000008918E+03
1689444231.3205438,38.2004,1.000008782E+03
1689444232.3314805,38.2004,1.000008654E+03
1689444233.3425581,38.2004,1.000008864E+03
1689444234.3535547,38.2004,1.000008927E+03
1689444235.3646793,38.1995,1.000008705E+03
1689444236.375589,38.1995,1.000008990E+03
1689444237.3867218,38.1995,1.000008784E+03
1689444238.397668,38.1995,1.000009049E+03
1689444239.4088097,38.1995,1.000008810E+03
1689444240.4198885,38.1995,1.000008869E+03
1689444241.4309132,38.1995,1.000008925E+03
1689444242.4421172,38.1995,1.000008890E+03
1689444243.4539893,38.1987,1.000008878E+03
1689444244.4648783,38.1987,1.000008819E+03
1689444245.4759765,38.1987,1.000009000E+03
1689444246.4869304,38.1987,1.000009149E+03
1689444247.4981675,38.1987,1.000008953E+03
1689444248.5091448,38.1987,1.000009063E+03
1689444249.5202277,38.1987,1.000009035E+03
1689444250.53121,38.1987,1.000008972E+03
1689444251.5422308,38.1982,1.000008967E+03
1689444252.5532124,38.1982,1.000009136E+03
1689444253.5643873,38.1982,1.000009213E+03
1689444254.5754306,38.1982,1.000009364E+03
1689444255.5864725,38.1982,1.000009143E+03
1689444256.597581,38.1982,1.000009122E+03
1689444257.6085465,38.1982,1.000009025E+03
1689444258.619418,38.1982,1.000009220E+03
1689444259.6305616,38.1969,1.000009065E+03
1689444260.6416752,38.1969,1.000009073E+03
1689444261.6527965,38.1969,1.000009314E+03
1689444262.663779,38.1969,1.000009286E+03
1689444263.6747007,38.1969,1.000009143E+03
1689444264.685712,38.1969,1.000009171E+03
1689444265.696652,38.1969,1.000009029E+03
1689444266.7078314,38.1969,1.000009175E+03
1689444267.718797,38.1965,1.000009054E+03
1689444268.729872,38.1965,1.000009209E+03
1689444269.7408726,38.1965,1.000009059E+03
1689444270.7525563,38.1965,1.000009242E+03
1689444271.7641275,38.1965,1.000009227E+03
1689444272.7750044,38.1965,1.000009185E+03
1689444273.7860403,38.1965,1.000009216E+03
1689444274.7976606,38.1965,1.000008912E+03
1689444275.809246,38.1959,1.000008811E+03
1689444276.8202865,38.1959,1.000008999E+03
1689444277.8313391,38.1959,1.000008962E+03
1689444278.8422337,38.1959,1.000009046E+03
1689444279.8534017,38.1959,1.000009163E+03
1689444280.8645043,38.1959,1.000009060E+03
1689444281.875423,38.1959,1.000009270E+03
1689444282.8864064,38.1959,1.000009215E+03
1689444283.8975549,38.1952,1.000009266E+03
1689444284.9084766,38.1952,1.000009129E+03
1689444285.9194303,38.1952,1.000009359E+03
1689444286.9305758,38.1952,1.000009408E+03
1689444287.9415905,38.1952,1.000009447E+03
1689444288.9526837,38.1952,1.000009200E+03
1689444289.963773,38.1952,1.000009060E+03
1689444290.974808,38.1952,1.000009239E+03
1689444291.9859083,38.1947,1.000009169E+03
1689444292.9969163,38.1947,1.000009136E+03
1689444294.007863,38.1947,1.000009247E+03
1689444295.0190375,38.1947,1.000009439E+03
1689444296.0300376,38.1947,1.000009371E+03
1689444297.0410764,38.1947,1.000009266E+03
1689444298.0521426,38.1947,1.000009269E+03
1689444299.0631728,38.1947,1.000009350E+03
1689444300.0740104,38.1941,1.000009145E+03
1689444301.0852554,38.1941,1.000009241E+03
1689444302.0962338,38.1941,1.000009159E+03
1689444303.1072788,38.1941,1.000009278E+03
1689444304.1183152,38.1941,1.000009366E+03
1689444305.1292992,38.1941,1.000009206E+03
1689444306.140297,38.1941,1.000009247E+03
1689444307.1514268,38.1941,1.000009423E+03
1689444308.162468,38.1936,1.000009362E+03
1689444309.1735148,38.1936,1.000009321E+03
1689444310.1844473,38.1936,1.000009327E+03
1689444311.1954856,38.1936,1.000009477E+03
1689444312.2065802,38.1936,1.000009286E+03
1689444313.2174747,38.1936,1.000009265E+03
1689444314.2287009,38.1936,1.000009267E+03
1689444315.239695,38.1936,1.000009442E+03
1689444316.250858,38.1928,1.000009466E+03
1689444317.2618353,38.1928,1.000009574E+03
1689444318.272844,38.1928,1.000009413E+03
1689444319.2838082,38.1928,1.000009689E+03
1689444320.2949092,38.1928,1.000009487E+03
1689444321.3059428,38.1928,1.000009488E+03
1689444322.317059,38.1928,1.000009543E+03
1689444323.3280363,38.1928,1.000009515E+03
1689444324.3389564,38.1927,1.000009392E+03
1689444325.3499591,38.1927,1.000009451E+03
1689444326.361001,38.1927,1.000009514E+03
1689444327.3720858,38.1927,1.000009712E+03
1689444328.383258,38.1927,1.000009472E+03
1689444329.3942792,38.1927,1.000009298E+03
1689444330.4052947,38.1927,1.000009387E+03
1689444331.4162679,38.1927,1.000009530E+03
1689444332.4274352,38.1923,1.000009336E+03
1689444333.4383242,38.1923,1.000009366E+03
1689444334.4494576,38.1923,1.000009489E+03
1689444335.460459,38.1923,1.000009483E+03
1689444336.4715078,38.1923,1.000009331E+03
1689444337.4826515,38.1923,1.000009270E+03
1689444338.4936078,38.1923,1.000009501E+03
1689444339.504525,38.1923,1.000009363E+03
1689444340.5158024,38.1918,1.000009293E+03
1689444341.5265846,38.1918,1.000009481E+03
1689444342.5378668,38.1918,1.000009637E+03
1689444343.5487869,38.1918,1.000009670E+03
1689444344.5597286,38.1918,1.000009532E+03
1689444345.5708232,38.1918,1.000009354E+03
1689444346.581816,38.1918,1.000009366E+03
1689444347.592811,38.1918,1.000009247E+03
1689444348.603864,38.1915,1.000009385E+03
1689444349.6150193,38.1915,1.000009390E+03
1689444350.62602,38.1915,1.000009204E+03
1689444351.6370788,38.1915,1.000009543E+03
1689444352.649052,38.1915,1.000009409E+03
1689444353.6601458,38.1915,1.000009536E+03
1689444354.671099,38.1915,1.000009432E+03
1689444355.6821854,38.1915,1.000009480E+03
1689444356.6932411,38.1911,1.000009332E+03
1689444357.704909,38.1911,1.000009470E+03
1689444358.7163568,38.1911,1.000009304E+03
1689444359.727385,38.1911,1.000009404E+03
1689444360.7384346,38.1911,1.000009451E+03
1689444361.7494934,38.1911,1.000009373E+03
1689444362.7605388,38.1911,1.000009572E+03
1689444363.7716157,38.1911,1.000009514E+03
1689444364.7826297,38.1908,1.000009397E+03
1689444365.793665,38.1908,1.000009436E+03
1689444366.8046536,38.1908,1.000009455E+03
1689444367.8157465,38.1908,1.000009530E+03
1689444368.8267875,38.1908,1.000009404E+03
1689444369.8378012,38.1908,1.000009460E+03
1689444370.8489146,38.1908,1.000009408E+03
1689444371.8598528,38.1908,1.000009455E+03
1689444372.8708339,38.1913,1.000009381E+03
1689444373.8819182,38.1913,1.000009426E+03
1689444374.8929431,38.1913,1.000009473E+03
1689444375.9040344,38.1913,1.000009652E+03
1689444376.9151018,38.1913,1.000009655E+03
1689444377.926119,38.1913,1.000009515E+03
1689444378.9371047,38.1913,1.000009482E+03
1689444379.9481797,38.1913,1.000009641E+03
1689444380.9592988,38.191,1.000009335E+03
1689444381.970275,38.191,1.000009520E+03
1689444382.9813511,38.191,1.000009459E+03
1689444383.992382,38.191,1.000009723E+03
1689444385.00338,38.191,1.000009504E+03
1689444386.0143375,38.191,1.000009565E+03
1689444387.0253143,38.191,1.000009478E+03
1689444388.0363727,38.191,1.000009679E+03
1689444389.0477698,38.191,1.000009558E+03
1689444390.0596447,38.191,1.000009687E+03
1689444391.0706637,38.191,1.000009800E+03
1689444392.081692,38.191,1.000009818E+03
1689444393.092728,38.191,1.000009599E+03
1689444394.1036406,38.191,1.000009491E+03
1689444395.1147432,38.191,1.000009557E+03
1689444396.1258276,38.191,1.000009729E+03
1689444397.136837,38.1911,1.000009594E+03
1689444398.1479135,38.1911,1.000009640E+03
1689444399.1589577,38.1911,1.000009643E+03
1689444400.169871,38.1911,1.000009811E+03
1689444401.1809235,38.1911,1.000009579E+03
1689444402.1919215,38.1911,1.000009586E+03
1689444403.202995,38.1911,1.000009795E+03
1689444404.2140758,38.1911,1.000009633E+03
1689444405.225084,38.1912,1.000009582E+03
1689444406.2360387,38.1912,1.000009618E+03
1689444407.2471182,38.1912,1.000009516E+03
1689444408.2581108,38.1912,1.000009555E+03
1689444409.269178,38.1912,1.000009633E+03
1689444410.280397,38.1912,1.000009472E+03
1689444411.2914114,38.1912,1.000009619E+03
1689444412.3023002,38.1912,1.000009668E+03
1689444413.3134158,38.1913,1.000009471E+03
1689444414.3245573,38.1913,1.000009586E+03
1689444415.3354425,38.1913,1.000009678E+03
1689444416.3466012,38.1913,1.000009570E+03
1689444417.3577073,38.1913,1.000009603E+03
1689444418.3685944,38.1913,1.000009552E+03
1689444419.3797112,38.1913,1.000009682E+03
1689444420.3907697,38.1913,1.000009738E+03
1689444421.401711,38.1911,1.000009696E+03
1689444422.4126966,38.1911,1.000009500E+03
1689444423.4238496,38.1911,1.000009783E+03
1689444424.434831,38.1911,1.000009740E+03
1689444425.4458842,38.1911,1.000009638E+03
1689444426.4568775,38.1911,1.000009698E+03
1689444427.4679573,38.1911,1.000009717E+03
1689444428.4791741,38.1911,1.000009677E+03
1689444429.4900281,38.191,1.000009549E+03
1689444430.501148,38.191,1.000009472E+03
1689444431.5122294,38.191,1.000009489E+03
1689444432.5232089,38.191,1.000009639E+03
1689444433.534181,38.191,1.000009589E+03
1689444434.5455225,38.191,1.000009685E+03
1689444435.557563,38.191,1.000009725E+03
1689444436.5692875,38.191,1.000009550E+03
1689444437.5803218,38.1914,1.000009524E+03
1689444438.5914433,38.1914,1.000009477E+03
1689444439.6025665,38.1914,1.000009558E+03
1689444440.6134071,38.1914,1.000009483E+03
1689444441.6244998,38.1914,1.000009504E+03
1689444442.6355374,38.1914,1.000009645E+03
1689444443.6466563,38.1914,1.000009518E+03
1689444444.6576614,38.1914,1.000009505E+03
1689444445.6686642,38.1916,1.000009497E+03
1689444446.6796672,38.1916,1.000009476E+03
1689444447.6906788,38.1916,1.000009584E+03
1689444448.7017357,38.1916,1.000009743E+03
1689444449.7128916,38.1916,1.000009565E+03
1689444450.7238195,38.1916,1.000009726E+03
1689444451.7349267,38.1916,1.000009458E+03
1689444452.7459974,38.1916,1.000009574E+03
1689444453.7570155,38.1918,1.000009757E+03
1689444454.767977,38.1918,1.000009712E+03
1689444455.7790158,38.1918,1.000009639E+03
1689444456.7901022,38.1918,1.000009579E+03
1689444457.801146,38.1918,1.000009639E+03
1689444458.8122022,38.1918,1.000009726E+03
1689444459.8232358,38.1918,1.000009518E+03
1689444460.8342395,38.1918,1.000009557E+03
1689444461.8453166,38.1923,1.000009829E+03
1689444462.8563783,38.1923,1.000009705E+03
1689444463.8674457,38.1923,1.000009799E+03
1689444464.8784478,38.1923,1.000009658E+03
1689444465.8895519,38.1923,1.000009535E+03
1689444466.90048,38.1923,1.000009673E+03
1689444467.911417,38.1923,1.000009544E+03
1689444468.9225402,38.1923,1.000009693E+03
1689444469.9336717,38.1926,1.000009775E+03
1689444470.944675,38.1926,1.000009719E+03
1689444471.955718,38.1926,1.000009693E+03
1689444472.9666727,38.1926,1.000009946E+03
1689444473.9777756,38.1926,1.000009705E+03
1689444474.9887326,38.1926,1.000009815E+03
1689444475.9997845,38.1926,1.000009857E+03
1689444477.01091,38.1926,1.000009833E+03
1689444478.021867,38.1927,1.000009908E+03
1689444479.0329866,38.1927,1.000009908E+03
1689444480.0440605,38.1927,1.000009872E+03
1689444481.0550742,38.1927,1.000009914E+03
1689444482.066055,38.1927,1.000009753E+03
1689444483.0771513,38.1927,1.000009714E+03
1689444484.0881662,38.1927,1.000009865E+03
1689444485.0992136,38.1927,1.000009940E+03
1689444486.1102798,38.1928,1.000009879E+03
1689444487.1212277,38.1928,1.000009782E+03
1689444488.132137,38.1928,1.000009780E+03
1689444489.1433647,38.1928,1.000009897E+03
1689444490.15438,38.1928,1.000009790E+03
1689444491.1654053,38.1928,1.000009841E+03
1689444492.1764858,38.1928,1.000009866E+03
1689444493.1875184,38.1928,1.000009953E+03
1689444494.1983993,38.193,1.000009752E+03
1689444495.2095175,38.193,1.000009828E+03
1689444496.220439,38.193,1.000009714E+03
1689444497.2316217,38.193,1.000009774E+03
1689444498.242746,38.193,1.000009725E+03
1689444499.2542746,38.193,1.000009777E+03
1689444500.2658098,38.193,1.000009770E+03
1689444501.2767844,38.193,1.000009954E+03
1689444502.2878354,38.1934,1.000009721E+03
1689444503.2988656,38.1934,1.000009799E+03
1689444504.309946,38.1934,1.000009834E+03
1689444505.320981,38.1934,1.000009717E+03
1689444506.331952,38.1934,1.000009728E+03
1689444507.3429284,38.1934,1.000009728E+03
1689444508.3539426,38.1934,1.000009703E+03
1689444509.365197,38.1934,1.000009502E+03
1689444510.376297,38.1937,1.000009600E+03
1689444511.3872359,38.1937,1.000009640E+03
1689444512.3982718,38.1937,1.000009740E+03
1689444513.4093337,38.1937,1.000009765E+03
1689444514.4202046,38.1937,1.000009829E+03
1689444515.4313948,38.1937,1.000009731E+03
1689444516.442572,38.1937,1.000009924E+03
1689444517.4535286,38.1937,1.000009920E+03
1689444518.4645321,38.1943,1.000009885E+03
1689444519.4754555,38.1943,1.000010013E+03
1689444520.4865983,38.1943,1.000010015E+03
1689444521.497607,38.1943,1.000009882E+03
1689444522.5085747,38.1943,1.000009927E+03
1689444523.5196989,38.1943,1.000009989E+03
1689444524.5307446,38.1943,1.000010018E+03
1689444525.541669,38.1943,1.000010008E+03
1689444526.552645,38.1947,1.000009962E+03
1689444527.5636904,38.1947,1.000010109E+03
1689444528.5748162,38.1947,1.000010020E+03
1689444529.5859356,38.1947,1.000010106E+03
1689444530.5969734,38.1947,1.000010032E+03
1689444531.607956,38.1947,1.000009985E+03
1689444532.6190012,38.1947,1.000010038E+03
1689444533.6299732,38.1947,1.000009945E+03
1689444534.6409664,38.1952,1.000009964E+03
1689444535.6520038,38.1952,1.000010019E+03
1689444536.6630816,38.1952,1.000010215E+03
1689444537.6741743,38.1952,1.000010103E+03
1689444538.6852088,38.1952,1.000010011E+03
1689444539.6962543,38.1952,1.000009984E+03
1689444540.7074597,38.1952,1.000010123E+03
1689444541.7182121,38.1952,1.000010121E+03
1689444542.7293434,38.1959,1.000009941E+03
1689444543.740385,38.1959,1.000009831E+03
1689444544.7515154,38.1959,1.000010074E+03
1689444545.7624576,38.1959,1.000010039E+03
1689444546.7738793,38.1959,1.000009934E+03
1689444547.7854357,38.1959,1.000009904E+03
1689444548.7966006,38.1959,1.000009957E+03
1689444549.8078513,38.1959,1.000010086E+03
1689444550.8186424,38.1964,1.000010238E+03
1689444551.829772,38.1964,1.000009998E+03
1689444552.8408027,38.1964,1.000010007E+03
1689444553.8517506,38.1964,1.000010194E+03
1689444554.8626997,38.1964,1.000010136E+03
1689444555.8737519,38.1964,1.000009979E+03
1689444556.8849506,38.1964,1.000009856E+03
1689444557.8960054,38.1964,1.000009933E+03
1689444558.906955,38.1977,1.000009879E+03
1689444559.918116,38.1977,1.000009846E+03
1689444560.9291103,38.1977,1.000009917E+03
1689444561.9401133,38.1977,1.000009891E+03
1689444562.9511743,38.1977,1.000009966E+03
1689444563.9622161,38.1977,1.000009919E+03
1689444564.973159,38.1977,1.000010188E+03
1689444565.984304,38.1977,1.000009938E+03
1689444566.9951878,38.1987,1.000009814E+03
1689444568.0062153,38.1987,1.000009928E+03
1689444569.017327,38.1987,1.000009984E+03
1689444570.0284116,38.1987,1.000010143E+03
1689444571.039516,38.1987,1.000009935E+03
1689444572.0505228,38.1987,1.000009929E+03
1689444573.061573,38.1987,1.000009863E+03
1689444574.0726614,38.1987,1.000010043E+03
1689444575.083607,38.1999,1.000009835E+03
1689444576.0947046,38.1999,1.000009811E+03
1689444577.1057408,38.1999,1.000009888E+03
1689444578.1166933,38.1999,1.000010094E+03
1689444579.1281445,38.1999,1.000010059E+03
1689444580.1398857,38.1999,1.000009968E+03
1689444581.1510146,38.1999,1.000010066E+03
1689444582.161925,38.1999,1.000010248E+03
1689444583.1729558,38.2005,1.000010073E+03
1689444584.1840034,38.2005,1.000010058E+03
1689444585.195006,38.2005,1.000010058E+03
1689444586.206008,38.2005,1.000010222E+03
1689444587.2170663,38.2005,1.000009979E+03
1689444588.2280622,38.2005,1.000010220E+03
1689444589.2391734,38.2005,1.000010138E+03
1689444590.2502434,38.2005,1.000010002E+03
1689444591.2611265,38.2011,1.000010161E+03
1689444592.2721705,38.2011,1.000010053E+03
1689444593.2832224,38.2011,1.000010083E+03
1689444594.2942429,38.2011,1.000010180E+03
1689444595.3054082,38.2011,1.000010131E+03
1689444596.316502,38.2011,1.000010107E+03
1689444597.327462,38.2011,1.000010028E+03
1689444598.3391213,38.2011,1.000010203E+03
1689444599.3506405,38.2021,1.000010140E+03
1689444600.3615534,38.2021,1.000009929E+03
1689444601.3725462,38.2021,1.000010055E+03
1689444602.3837004,38.2021,1.000010024E+03
1689444603.3947003,38.2021,1.000010057E+03
1689444604.4057477,38.2021,1.000010092E+03
1689444605.4168303,38.2021,1.000009978E+03
1689444606.4278617,38.2021,1.000010029E+03
1689444607.4387074,38.2029,1.000010118E+03
1689444608.4500172,38.2029,1.000010131E+03
1689444609.460989,38.2029,1.000010236E+03
1689444610.4718835,38.2029,1.000010365E+03
1689444611.483027,38.2029,1.000010264E+03
1689444612.4942017,38.2029,1.000010107E+03
1689444613.5050116,38.2029,1.000010257E+03
1689444614.516079,38.2029,1.000010264E+03
1689444615.527222,38.2034,1.000010226E+03
1689444616.5381444,38.2034,1.000009898E+03
1689444617.5491605,38.2034,1.000009945E+03
1689444618.5603073,38.2034,1.000010060E+03
1689444619.5712943,38.2034,1.000009971E+03
1689444620.5822694,38.2034,1.000009975E+03
1689444621.5934167,38.2034,1.000009891E+03
1689444622.604431,38.2034,1.000009851E+03
1689444623.6154199,38.2045,1.000009950E+03
1689444624.6264794,38.2045,1.000010019E+03
1689444625.6375053,38.2045,1.000009923E+03
1689444626.6485367,38.2045,1.000009944E+03
1689444627.6595964,38.2045,1.000009954E+03
1689444628.670502,38.2045,1.000009970E+03
1689444629.6821618,38.2045,1.000009982E+03
1689444630.6937046,38.2045,1.000010407E+03
1689444631.7049196,38.2054,1.000010196E+03
1689444632.715835,38.2054,1.000010017E+03
1689444633.72677,38.2054,1.000010025E+03
1689444634.7377484,38.2054,1.000010118E+03
1689444635.7488382,38.2054,1.000010006E+03
1689444636.75987,38.2054,1.000009969E+03
1689444637.7710454,38.2054,1.000009975E+03
1689444638.7821157,38.2054,1.000009996E+03
1689444639.79304,38.2069,1.000009766E+03
1689444640.804145,38.2069,1.000009882E+03
1689444641.8152149,38.2069,1.000009910E+03
1689444642.8262506,38.2069,1.000009969E+03
1689444643.8372831,38.2069,1.000009946E+03
1689444644.8483088,38.2069,1.000009939E+03
1689444645.8593438,38.2069,1.000010030E+03
1689444646.8703413,38.2069,1.000010011E+03
1689444647.8813279,38.2081,1.000009906E+03
1689444648.89237,38.2081,1.000009877E+03
1689444649.9035106,38.2081,1.000010036E+03
1689444650.9145505,38.2081,1.000010036E+03
1689444651.9262888,38.2081,1.000009844E+03
1689444652.9376357,38.2081,1.000009842E+03
1689444653.9485517,38.2081,1.000010042E+03
1689444654.9595826,38.2081,1.000010237E+03
1689444655.970596,38.2091,1.000009687E+03
1689444656.9817853,38.2091,1.000009829E+03
1689444657.9928625,38.2091,1.000009927E+03
1689444659.0038717,38.2091,1.000009901E+03
1689444660.0148494,38.2091,1.000009881E+03
1689444661.0258293,38.2091,1.000009824E+03
1689444662.0368903,38.2091,1.000009838E+03
1689444663.0480108,38.2091,1.000010025E+03
1689444664.058969,38.2099,1.000009911E+03
1689444665.070076,38.2099,1.000009958E+03
1689444666.0811176,38.2099,1.000010122E+03
1689444667.0920928,38.2099,1.000010108E+03
1689444668.1032639,38.2099,1.000009994E+03
1689444669.1142132,38.2099,1.000009776E+03
1689444670.1252925,38.2099,1.000009785E+03
1689444671.136304,38.2099,1.000009848E+03
1689444672.1473637,38.2111,1.000009839E+03
1689444673.1582701,38.2111,1.000009640E+03
1689444674.169442,38.2111,1.000009764E+03
1689444675.1804812,38.2111,1.000009811E+03
1689444676.1914406,38.2111,1.000009834E+03
1689444677.2026,38.2111,1.000009846E+03
1689444678.213593,38.2111,1.000009751E+03
1689444679.2244532,38.2111,1.000009953E+03
1689444680.2357044,38.2117,1.000009687E+03
1689444681.2466755,38.2117,1.000009828E+03
1689444682.2577062,38.2117,1.000009809E+03
1689444683.268746,38.2117,1.000010071E+03
1689444684.2797844,38.2117,1.000010039E+03
1689444685.290702,38.2117,1.000009770E+03
1689444686.3016543,38.2117,1.000009968E+03
1689444687.312892,38.2117,1.000010006E+03
1689444688.323979,38.2127,1.000010039E+03
1689444689.3350308,38.2127,1.000009889E+03
1689444690.3460793,38.2127,1.000009651E+03
1689444691.3571618,38.2127,1.000009863E+03
1689444692.3679857,38.2127,1.000009753E+03
1689444693.379037,38.2127,1.000009889E+03
1689444694.390336,38.2127,1.000009814E+03
1689444695.4011219,38.2127,1.000009753E+03
1689444696.412202,38.2135,1.000009795E+03
1689444697.423337,38.2135,1.000009655E+03
1689444698.4343998,38.2135,1.000009566E+03
1689444699.4454663,38.2135,1.000009660E+03
1689444700.4565039,38.2135,1.000009671E+03
1689444701.467465,38.2135,1.000009517E+03
1689444702.4785154,38.2135,1.000009692E+03
1689444703.4895499,38.2135,1.000009744E+03
1689444704.5005825,38.2142,1.000009559E+03
1689444705.511659,38.2142,1.000009615E+03
1689444706.5226476,38.2142,1.000009493E+03
1689444707.5335863,38.2142,1.000009741E+03
1689444708.5448098,38.2142,1.000009769E+03
1689444709.5558634,38.2142,1.000009794E+03
1689444710.5668356,38.2142,1.000009694E+03
1689444711.577891,38.2142,1.000009846E+03
1689444712.588833,38.2143,1.000009663E+03
1689444713.599899,38.2143,1.000009717E+03
1689444714.6108997,38.2143,1.000009733E+03
1689444715.6219926,38.2143,1.000010088E+03
1689444716.6331475,38.2143,1.000009737E+03
1689444717.644075,38.2143,1.000009537E+03
1689444718.6553638,38.2143,1.000009880E+03
1689444719.6672778,38.2143,1.000009731E+03
1689444720.6780677,38.2155,1.000009723E+03
1689444721.6891727,38.2155,1.000009892E+03
1689444722.700282,38.2155,1.000009934E+03
1689444723.711335,38.2155,1.000009942E+03
1689444724.7224433,38.2155,1.000009963E+03
1689444725.7334228,38.2155,1.000009713E+03
1689444726.744439,38.2155,1.000009925E+03
1689444727.7554934,38.2155,1.000010012E+03
1689444728.7663872,38.2164,1.000009815E+03
1689444729.777506,38.2164,1.000009646E+03
1689444730.7886152,38.2164,1.000009646E+03
1689444731.799586,38.2164,1.000009720E+03
1689444732.8106992,38.2164,1.000009651E+03
1689444733.8216789,38.2164,1.000009650E+03
1689444734.8327754,38.2164,1.000009683E+03
1689444735.8438563,38.2164,1.000009861E+03
1689444736.8548555,38.2172,1.000009665E+03
1689444737.8658903,38.2172,1.000009594E+03
1689444738.8769019,38.2172,1.000009655E+03
1689444739.8881047,38.2172,1.000009763E+03
1689444740.899081,38.2172,1.000009688E+03
1689444741.91002,38.2172,1.000009690E+03
1689444742.9210722,38.2172,1.000009952E+03
1689444743.9321206,38.2172,1.000009893E+03
1689444744.943119,38.2183,1.000009791E+03
1689444745.9541495,38.2183,1.000009790E+03
1689444746.9651997,38.2183,1.000009895E+03
1689444747.9762776,38.2183,1.000009946E+03
1689444748.9873543,38.2183,1.000009683E+03
1689444749.9983573,38.2183,1.000009755E+03
1689444751.0092921,38.2183,1.000009750E+03
1689444752.0204546,38.2183,1.000009839E+03
1689444753.0314066,38.2191,1.000009641E+03
1689444754.0424275,38.2191,1.000009509E+03
1689444755.0535457,38.2191,1.000009609E+03
1689444756.064586,38.2191,1.000009758E+03
1689444757.0756834,38.2191,1.000009717E+03
1689444758.0866652,38.2191,1.000009658E+03
1689444759.097738,38.2191,1.000009550E+03
1689444760.1086159,38.2191,1.000009733E+03
1689444761.119641,38.2198,1.000009684E+03
1689444762.1307778,38.2198,1.000009991E+03
